County,location_type,gender,education_level,marital_status,adults,financially_excluded,age,is_youth,is_rural_youth
Machakos,Rural,Male,Some secondary,Divorced/separated,>1 adult Household,0,22,1,1
Makueni,Urban,Female,Secondary completed ,Married/Living with partner,1 adult Household,0,40,0,0
Bungoma,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,30,1,0
Garissa,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,29,1,1
Bungoma,Rural,Female,Some primary ,Widowed,>1 adult Household,0,49,0,0
Vihiga,Urban,Female,Completed technical training after secondary school,Single/Never Married,1 adult Household,0,30,1,0
Kakamega,Rural,Female,Some secondary,Single/Never Married,>1 adult Household,0,22,1,1
Kwale,Urban,Female,Some primary ,Divorced/separated,1 adult Household,0,32,1,0
Turkana,Rural,Female,None ,Widowed,1 adult Household,0,44,0,0
Siaya,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,25,1,1
Machakos,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,33,1,0
Mandera,Urban,Female,Secondary completed ,Single/Never Married,>1 adult Household,0,27,1,0
Kiambu,Rural,Male,Some primary ,Widowed,1 adult Household,0,77,0,0
Vihiga,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,73,0,0
Marsabit,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,36,0,0
Nakuru,Rural,Male,Primary completed,Divorced/separated,>1 adult Household,0,30,1,1
Uasin Gishu,Urban,Male,Some university,Married/Living with partner,>1 adult Household,0,37,0,0
Tharaka-Nithi,Rural,Male,None ,Widowed,>1 adult Household,1,96,0,0
Turkana,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,33,1,1
Murang'a,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,40,0,0
Laikipia,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,23,1,1
Bungoma,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,42,0,0
Kwale,Rural,Male,Some primary ,Divorced/separated,1 adult Household,0,43,0,0
Trans Nzoia,Urban,Female,Secondary completed ,Divorced/separated,1 adult Household,0,40,0,0
Lamu,Urban,Female,Some primary ,Married/Living with partner,>1 adult Household,0,47,0,0
Wajir,Urban,Female,None ,Married/Living with partner,>1 adult Household,0,68,0,0
Kilifi,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,59,0,0
Kajiado,Urban,Female,Some secondary,Married/Living with partner,>1 adult Household,1,18,1,0
Kitui,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,28,1,0
Homabay,Rural,Female,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,35,1,1
West Pokot,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,63,0,0
Nyamira,Rural,Female,None ,Married/Living with partner,1 adult Household,0,73,0,0
Migori,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,1,23,1,1
Marsabit,Rural,Female,None ,Married/Living with partner,1 adult Household,1,21,1,1
Kericho,Rural,Male,Some secondary,Single/Never Married,>1 adult Household,1,19,1,1
Nandi,Urban,Female,Some secondary,Single/Never Married,>1 adult Household,1,18,1,0
Kiambu,Urban,Male,University completed ,Married/Living with partner,>1 adult Household,0,41,0,0
Homabay,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,79,0,0
Kwale,Rural,Female,None ,Widowed,>1 adult Household,1,43,0,0
Vihiga,Rural,Female,Secondary completed ,Single/Never Married,>1 adult Household,0,23,1,1
Elgeyo-Marakwet,Urban,Female,University completed ,Married/Living with partner,>1 adult Household,0,55,0,0
Nakuru,Urban,Female,Completed technical training after secondary school,Single/Never Married,>1 adult Household,0,23,1,0
Kisii,Urban,Female,Some technical training after secondary school,Single/Never Married,1 adult Household,0,21,1,0
Turkana,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,34,1,0
Tharaka-Nithi,Rural,Male,None ,Widowed,>1 adult Household,0,75,0,0
Taita-Taveta,Urban,Male,Secondary completed ,Single/Never Married,1 adult Household,1,27,1,0
Garissa,Urban,Female,Primary completed,Married/Living with partner,>1 adult Household,0,33,1,0
Nairobi City,Urban,Male,Secondary completed ,Single/Never Married,>1 adult Household,0,19,1,0
Nakuru,Rural,Female,Some primary ,Married/Living with partner,>1 adult Household,0,40,0,0
Mombasa,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,39,0,0
Trans Nzoia,Rural,Female,Primary completed,Married/Living with partner,>1 adult Household,0,45,0,0
Isiolo,Rural,Female,None ,Widowed,1 adult Household,0,22,1,1
Trans Nzoia,Rural,Female,Some secondary,Married/Living with partner,>1 adult Household,0,41,0,0
Taita-Taveta,Urban,Male,University completed ,Single/Never Married,1 adult Household,0,29,1,0
Homabay,Urban,Male,University completed ,Married/Living with partner,1 adult Household,0,50,0,0
Meru,Rural,Female,Primary completed,Divorced/separated,1 adult Household,0,29,1,1
Samburu,Rural,Male,Primary completed,Single/Never Married,1 adult Household,0,28,1,1
Elgeyo-Marakwet,Rural,Male,Secondary completed ,Married/Living with partner,1 adult Household,0,32,1,1
Kisumu,Urban,Male,Secondary completed ,Married/Living with partner,1 adult Household,0,50,0,0
Kisii,Urban,Male,Some technical training after secondary school,Single/Never Married,1 adult Household,0,19,1,0
Makueni,Rural,Female,Primary completed,Divorced/separated,1 adult Household,0,27,1,1
Uasin Gishu,Urban,Male,Some primary ,Married/Living with partner,>1 adult Household,0,29,1,0
Narok,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,20,1,1
Nakuru,Urban,Male,Some secondary,Single/Never Married,>1 adult Household,1,18,1,0
Meru,Rural,Female,None ,Divorced/separated,>1 adult Household,0,47,0,0
Isiolo,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,32,1,1
Kwale,Rural,Female,Some secondary,Single/Never Married,>1 adult Household,1,21,1,1
Kilifi,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,34,1,1
Nakuru,Urban,Female,Primary completed,Married/Living with partner,>1 adult Household,0,42,0,0
Mombasa,Urban,Male,Secondary completed ,Married/Living with partner,1 adult Household,0,31,1,0
Nakuru,Urban,Male,Some technical training after secondary school,Married/Living with partner,>1 adult Household,0,42,0,0
Murang'a,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,26,1,1
Machakos,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,62,0,0
Baringo,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,39,0,0
Bomet,Rural,Female,Some primary ,Single/Never Married,>1 adult Household,1,48,0,0
Kakamega,Rural,Female,Primary completed,Married/Living with partner,1 adult Household,0,42,0,0
Narok,Rural,Male,Some primary ,Single/Never Married,>1 adult Household,0,37,0,0
Vihiga,Rural,Female,Some primary ,Widowed,>1 adult Household,0,75,0,0
Meru,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,1,52,0,0
Embu,Rural,Male,Some primary ,Divorced/separated,>1 adult Household,1,57,0,0
Kisii,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,58,0,0
Samburu,Urban,Female,Some secondary,Married/Living with partner,1 adult Household,0,25,1,0
Laikipia,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,64,0,0
Homabay,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,29,1,1
Elgeyo-Marakwet,Rural,Female,Primary completed,Single/Never Married,1 adult Household,0,60,0,0
Laikipia,Urban,Female,Primary completed,Single/Never Married,1 adult Household,0,22,1,0
Nyandarua,Urban,Male,Primary completed,Single/Never Married,1 adult Household,0,21,1,0
Meru,Rural,Male,Secondary completed ,Married/Living with partner,1 adult Household,0,33,1,1
Migori,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,1,40,0,0
Turkana,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,51,0,0
Bomet,Rural,Female,Primary completed,Married/Living with partner,>1 adult Household,1,45,0,0
Kiambu,Rural,Female,Don't know (DO NOT READ OUT),Divorced/separated,>1 adult Household,0,80,0,0
Nyamira,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,40,0,0
Narok,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,0,26,1,1
Makueni,Urban,Male,University completed ,Married/Living with partner,1 adult Household,0,28,1,0
Vihiga,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,26,1,1
Mombasa,Urban,Female,Some primary ,Married/Living with partner,>1 adult Household,0,39,0,0
Homabay,Rural,Female,Some secondary,Married/Living with partner,>1 adult Household,1,26,1,1
Nyandarua,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,88,0,0
Kakamega,Rural,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,33,1,1
Embu,Rural,Female,Some primary ,Widowed,>1 adult Household,0,75,0,0
Tharaka-Nithi,Rural,Female,Some technical training after secondary school,Widowed,1 adult Household,0,43,0,0
Trans Nzoia,Rural,Female,Some primary ,Divorced/separated,1 adult Household,1,37,0,0
Kakamega,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,66,0,0
Migori,Rural,Female,Some primary ,Widowed,>1 adult Household,0,51,0,0
Kiambu,Rural,Female,None ,Widowed,1 adult Household,1,66,0,0
Meru,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,30,1,1
Lamu,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,28,1,1
Wajir,Urban,Male,None ,Single/Never Married,>1 adult Household,0,18,1,0
Trans Nzoia,Urban,Male,Some primary ,Married/Living with partner,>1 adult Household,0,28,1,0
West Pokot,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,37,0,0
Machakos,Rural,Female,Some primary ,Single/Never Married,>1 adult Household,1,44,0,0
Marsabit,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,28,1,0
Lamu,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,70,0,0
West Pokot,Rural,Male,Completed technical training after secondary school,Single/Never Married,>1 adult Household,0,23,1,1
Kwale,Urban,Female,None ,Married/Living with partner,>1 adult Household,0,40,0,0
Kwale,Rural,Female,None ,Widowed,1 adult Household,0,70,0,0
Siaya,Rural,Female,Primary completed,Married/Living with partner,>1 adult Household,0,41,0,0
Migori,Rural,Female,Primary completed,Married/Living with partner,>1 adult Household,0,25,1,1
Machakos,Rural,Male,Some primary ,Single/Never Married,1 adult Household,0,39,0,0
Kwale,Urban,Male,Primary completed,Single/Never Married,>1 adult Household,1,21,1,0
Meru,Rural,Male,Some primary ,Widowed,>1 adult Household,0,57,0,0
Elgeyo-Marakwet,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,28,1,1
Nairobi City,Urban,Male,Some primary ,Married/Living with partner,>1 adult Household,0,54,0,0
Lamu,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,33,1,1
Nyamira,Rural,Female,Secondary completed ,Single/Never Married,>1 adult Household,1,28,1,1
Elgeyo-Marakwet,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,42,0,0
Bomet,Rural,Male,Secondary completed ,Widowed,>1 adult Household,0,47,0,0
Machakos,Rural,Female,None ,Widowed,>1 adult Household,1,84,0,0
Nairobi City,Urban,Male,Some secondary,Married/Living with partner,>1 adult Household,0,37,0,0
Nyeri,Urban,Female,Secondary completed ,Single/Never Married,1 adult Household,0,23,1,0
Kilifi,Urban,Male,Some secondary,Married/Living with partner,>1 adult Household,0,22,1,0
Embu,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,0,64,0,0
Kericho,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,43,0,0
Kiambu,Urban,Male,University completed ,Married/Living with partner,>1 adult Household,0,38,0,0
Nandi,Rural,Female,None ,Widowed,1 adult Household,0,80,0,0
Siaya,Rural,Female,None ,Widowed,1 adult Household,1,72,0,0
Narok,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,0,22,1,1
Laikipia,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,40,0,0
Nakuru,Urban,Male,Some primary ,Married/Living with partner,>1 adult Household,0,56,0,0
Kisumu,Rural,Male,Some primary ,Divorced/separated,1 adult Household,1,38,0,0
Busia,Rural,Male,Some primary ,Married/Living with partner,1 adult Household,0,27,1,1
Nakuru,Rural,Female,Some secondary,Widowed,>1 adult Household,0,60,0,0
Vihiga,Rural,Female,None ,Widowed,1 adult Household,0,95,0,0
Kisumu,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,39,0,0
Vihiga,Rural,Female,Primary completed,Married/Living with partner,1 adult Household,0,33,1,1
Kwale,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,50,0,0
Taita-Taveta,Urban,Female,Some secondary,Married/Living with partner,1 adult Household,0,23,1,0
Makueni,Rural,Female,None ,Widowed,1 adult Household,0,75,0,0
Embu,Urban,Male,Secondary completed ,Married/Living with partner,1 adult Household,0,37,0,0
Migori,Urban,Female,Primary completed,Single/Never Married,>1 adult Household,0,22,1,0
Kisii,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,0,22,1,1
Taita-Taveta,Rural,Male,Primary completed,Single/Never Married,1 adult Household,1,40,0,0
Kajiado,Urban,Male,Some secondary,Married/Living with partner,>1 adult Household,0,49,0,0
Vihiga,Urban,Male,Some primary ,Married/Living with partner,>1 adult Household,0,40,0,0
Lamu,Urban,Female,Secondary completed ,Single/Never Married,>1 adult Household,0,30,1,0
Busia,Urban,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,30,1,0
Turkana,Urban,Male,Completed technical training after secondary school,Divorced/separated,>1 adult Household,0,42,0,0
Samburu,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,24,1,1
Siaya,Urban,Female,Secondary completed ,Married/Living with partner,>1 adult Household,1,18,1,0
Bomet,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,26,1,1
Samburu,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,30,1,1
Busia,Rural,Female,None ,Widowed,>1 adult Household,0,58,0,0
Busia,Rural,Male,Some primary ,Single/Never Married,>1 adult Household,0,31,1,1
Uasin Gishu,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,1,53,0,0
Nandi,Urban,Female,Primary completed,Single/Never Married,1 adult Household,0,23,1,0
Bungoma,Urban,Female,Some secondary,Married/Living with partner,1 adult Household,0,33,1,0
Turkana,Rural,Female,None ,Widowed,>1 adult Household,0,47,0,0
Taita-Taveta,Rural,Male,Some primary ,Single/Never Married,>1 adult Household,1,22,1,1
Wajir,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,27,1,1
Migori,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,45,0,0
Mandera,Rural,Female,Some secondary,Single/Never Married,>1 adult Household,1,18,1,1
Bungoma,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,0,33,1,1
West Pokot,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,30,1,1
Homabay,Urban,Female,Some secondary,Married/Living with partner,>1 adult Household,0,29,1,0
Migori,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,59,0,0
Turkana,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,47,0,0
Kilifi,Rural,Female,Refused to Answer (DO NOT READ OUT),Married/Living with partner,>1 adult Household,0,35,1,1
Laikipia,Urban,Female,Primary completed,Single/Never Married,1 adult Household,0,24,1,0
Marsabit,Urban,Female,None ,Single/Never Married,>1 adult Household,1,33,1,0
Isiolo,Urban,Male,Some secondary,Single/Never Married,>1 adult Household,1,18,1,0
Nakuru,Urban,Male,Some university,Single/Never Married,1 adult Household,0,23,1,0
Baringo,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,35,1,1
Nyamira,Rural,Female,Some primary ,Widowed,1 adult Household,0,66,0,0
Kirinyaga,Urban,Female,None ,Widowed,1 adult Household,1,69,0,0
